SMILES,Marked Bonds
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2I)n1,"[(8, 9), (22, 23), (21, 22), (10, 11)]"
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2I)n1,"[(8, 9), (10, 11), (22, 23), (21, 22), (11, 21)]"
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2I)n1,"[(8, 9), (10, 11), (22, 23), (21, 22), (11, 21), (19, 20)]"
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2I)n1,"[(8, 9), (10, 11), (22, 23), (11, 21), (21, 22), (19, 20), (18, 19), (13, 14)]"
CC(=O)c1cn(C(C)C)nc1I,"[(0, 1), (10, 11)]"
CC(=O)c1cn(C(C)C)nc1I,"[(0, 1), (10, 11), (9, 10), (4, 5)]"
CC(C)n1cc(C#N)c(N)n1,"[(8, 10), (3, 4)]"
CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,"[(13, 14)]"
CCc1nc(C#N)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,"[(7, 8)]"
CCc1nc(C#N)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,"[(7, 8), (31, 32)]"
CCc1nc(C#N)c(Br)nc1NC1CCOCC1,"[(3, 4)]"
COC1=CC(c2nc3ccccc3n2S(=O)(=O)c2ccc(C)cc2)N(C)C=C1,"[(4, 5)]"
CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,"[(5, 6)]"
CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,"[(5, 6), (6, 8)]"
N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,"[(4, 5)]"
N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,"[(4, 5), (21, 22), (22, 23)]"
N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,"[(4, 5), (21, 22), (22, 23), (22, 24)]"
O=C1CC[C@@H](C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)N1,"[(15, 16)]"
O=C1CC[C@@H](C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)N1,"[(15, 16), (16, 17)]"
O=C1CC[C@@H](C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)N1,"[(15, 16), (16, 17), (16, 18)]"
[C-]#[N+]C1CC(F)(F)C1,"[(0, 1)]"
O=[N+]([O-])c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,"[(6, 7)]"
O=[N+]([O-])c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,"[(6, 7), (7, 8)]"
O=[N+]([O-])c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,"[(7, 8), (6, 7), (10, 11)]"
Fc1ccc(F)c([C@H]2CCCN2)c1,"[(10, 11)]"
Fc1ccc(F)c([C@H]2CCCN2)c1,"[(10, 11), (7, 8)]"
Fc1ccc(F)c([C@H]2CCCN2)c1,"[(10, 11), (11, 7), (7, 8)]"
O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,"[(1, 25)]"
O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,"[(1, 25), (1, 2)]"
O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)Oc1ccccc1,"[(1, 2)]"
CCOC(=O)c1c(Br)c(CN(C)C(=O)OC(C)(C)C)nn1C,"[(9, 10)]"
CCOC(=O)c1c(Br)c(CN(C)C(=O)OC(C)(C)C)nn1C,"[(9, 10), (6, 7)]"
CCOC(=O)c1c(Br)c(CBr)nn1C,"[(9, 10), (6, 7)]"
C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,"[(19, 21)]"
C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,"[(19, 21), (8, 10)]"
C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,"[(8, 10), (19, 21), (21, 23)]"
C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,"[(8, 10), (19, 21), (21, 23), (1, 2)]"
COC(=O)c1ccc(F)cc1[C@@H](C)Oc1cc(-c2c(CN(C)C(=O)OC(C)(C)C)nn(C)c2C#N)cnc1N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,"[(33, 34)]"
COC(=O)c1ccc(F)cc1[C@@H](C)Oc1cc(-c2c(CN(C)C(=O)OC(C)(C)C)nn(C)c2C#N)cnc1N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,"[(33, 34), (2, 4)]"
COC(=O)c1ccc(F)cc1[C@@H](C)Oc1cc(-c2c(CN(C)C(=O)OC(C)(C)C)nn(C)c2C#N)cnc1N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,"[(2, 4), (33, 34), (11, 13)]"
COC(=O)c1ccc(F)cc1[C@@H](C)Oc1cccnc1N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,"[(20, 28), (20, 21)]"
COC(=O)c1ccc(F)cc1[C@@H](C)Oc1cccnc1N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,"[(20, 28), (20, 21), (2, 4)]"
COC(=O)c1ccc(F)cc1[C@@H](C)Oc1cccnc1N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,"[(20, 28), (20, 21), (2, 4), (11, 13)]"
C[C@@H](Oc1cccnc1N)c1cc(F)ccc1I,"[(1, 2)]"
CC[C@H](C)[C@@H](N)[C@@H](O)CC(=O)O[C@H](C(=O)C(C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1)C(C)C,"[(9, 11)]"
CC[C@H](C)[C@@H](N)[C@@H](O)CC(=O)O[C@H](C(=O)C(C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1)C(C)C,"[(9, 11), (17, 19)]"
CC(C)C[C@H](NC(=O)C(C)C(=O)[C@@H](O[Si](C)(C)C(C)(C)C)C(C)C)C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1,"[(5, 6)]"
CC(C(=O)OCc1ccccc1)C(=O)[C@@H](O[Si](C)(C)C(C)(C)C)C(C)C,"[(0, 1)]"
CC(C(=O)OCc1ccccc1)C(=O)[C@@H](O[Si](C)(C)C(C)(C)C)C(C)C,"[(0, 1), (1, 12)]"
CC(C)[C@H](O[Si](C)(C)C(C)(C)C)C(=O)CC(=O)OCc1ccccc1,"[(12, 14)]"
COc1ccc(C[C@@H](C(=O)O[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)OCC(=O)c2ccccc2)N(C)C(=O)OCc2ccccc2)cc1,"[(8, 10)]"
COc1ccc(C[C@@H](C(=O)O[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)OCC(=O)c2ccccc2)N(C)C(=O)OCc2ccccc2)cc1,"[(8, 10), (34, 35)]"
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,"[(17, 19)]"
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,"[(17, 19), (9, 10)]"
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,"[(17, 19), (9, 10), (46, 48)]"
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,"[(17, 19), (9, 10), (46, 48), (62, 63)]"
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,"[(9, 10)]"
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,"[(34, 36), (9, 10)]"
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,"[(9, 10), (34, 36), (50, 51)]"
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,"[(32, 34)]"
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,"[(32, 34), (48, 49)]"
CC[C@H](C)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)OC(=O)[C@H](Cc1ccc(OC)cc1)N(C)C(=O)OCc1ccccc1)[C@@H](O)CC(=O)O[C@H](C(=O)C(C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1)C(C)C,"[(5, 6)]"
CC(=O)C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1,"[(3, 5)]"
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,"[(9, 10)]"
CN1CCC[C@@H]1/C=C/C(=O)O,"[(0, 1)]"
CN1CCC[C@@H]1/C=C/C(=O)O,"[(0, 1), (6, 7)]"
Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,"[(9, 10), (7, 8)]"
Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,"[(9, 10), (7, 8), (19, 20), (20, 6)]"
Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,"[(9, 10), (7, 8), (19, 20), (20, 6), (6, 7)]"
COC(=O)c1cc(F)cc2c1C(=O)[C@H](c1ncnn1C)[C@@H](c1ccc(F)cc1)N2,"[(15, 23), (8, 15)]"
COC(=O)c1cc(F)cc2c1C(=O)[C@H](c1ncnn1C)[C@@H](c1ccc(F)cc1)N2,"[(15, 23), (8, 15), (6, 8)]"
COC(=O)c1cc(F)cc([N+](=O)[O-])c1C(=O)Cc1ncnn1C,"[(6, 8)]"
CC(C)OC(=O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1,"[(13, 14)]"
CC(C)OC(=O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1,"[(13, 14), (14, 27)]"
CC(C)OC(=O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1,"[(13, 14), (14, 27), (19, 20)]"
O=S(=O)(NCc1ccc(-n2cccn2)cc1)c1cccnc1,"[(1, 3)]"
O=S(=O)(NCc1ccc(-n2cccn2)cc1)c1cccnc1,"[(1, 3), (8, 9)]"
NCc1ccc(-n2cccn2)cc1,"[(5, 6)]"O=C(O)C1(c2ccc(OF)c(OF)c2)CC1,"[(15, 3), (3, 14)]"
O=C(O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,"[(3, 15), (16, 3)]"
O=C(O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,"[(16, 3), (3, 15), (3, 4)]"
N#CCc1ccc2c(c1)OC(F)(F)O2,"[(2, 3)]"
CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,"[(10, 11)]"
CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,"[(10, 11), (31, 5), (6, 7)]"
CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,"[(6, 7), (31, 5), (10, 11), (31, 32)]"CC(C)(COCc1ccccc1)c1cc2cc(N)c(F)cc2n1C[C@@H](O)COCc1ccccc1,"[(22, 12), (13, 14)]"
CC(C)(COCc1ccccc1)c1cc2cc(N)c(F)cc2n1C[C@@H](O)COCc1ccccc1,"[(22, 12), (13, 14), (22, 23)]"
Nc1cc(Br)c(NC[C@@H](O)COCc2ccccc2)cc1F,"[(6, 7)]"
Nc1cc(Br)c(NC[C@@H](O)COCc2ccccc2)cc1F,"[(6, 7), (19, 20)]"
Nc1cc(F)c([N+](=O)[O-])cc1Br,"[(10, 11)]"
C#CC(C)(C)COCc1ccccc1,"[(2, 5)]"
[H][C@@]12CCC3=CC(=O)CC[C@]3([H])[C@@]1([H])CC[C@]1(C)[C@@](OC(C)=O)(C(C)=O)C(=C)C[C@@]21[H],"[(4, 26)]"
[H][C@@]12CCC3=CC(=O)CC[C@]3([H])[C@@]1([H])CC[C@]1(C)[C@@](OC(C)=O)(C(C)=O)C(=C)C[C@@]21[H],"[(5, 7), (4, 26), (4, 5)]"
[H][C@@]12CCC3=CC(=O)CC[C@]3([H])[C@@]1([H])CC[C@]1(C)C(C(C)=O)=C(CS(=O)C3=CC=CC=C3)C[C@@]21[H],"[(4, 5)]"
[H][C@@]12CCC3=CC(=O)CC[C@]3([H])[C@@]1([H])CC[C@]1(C)C(C(C)=O)=C(CS(=O)C3=CC=CC=C3)C[C@@]21[H],"[(4, 5), (32, 34)]"
[H][C@@]12CCC3=CC(=O)CC[C@]3([H])[C@@]1([H])CC[C@]1(C)C(C(C)=O)=C(CS(=O)C3=CC=CC=C3)C[C@@]21[H],"[(4, 5), (32, 34), (13, 32)]"
[H][C@@]12CCC3=CC(=O)CC[C@]3([H])[C@@]1([H])CC[C@]1(C)[C@](O)(C(C)=O)C(=C)C[C@@]21[H],"[(21, 23)]"
[H][C@@]12CCC3=CC(=O)CC[C@]3([H])[C@@]1([H])CC[C@]1(C)[C@](O)(C(C)=O)C(=C)C[C@@]21[H],"[(17, 21), (21, 23)]"
[H][C@@]12CC=C3C=C(OCC)CC[C@]3([H])[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC(=C)[C@@]1(O)C#C,"[(1, 2)]"
C#CCC[C@@H](NC(=O)OC(C)(C)C)[C@H](O)c1ccccc1,"[(13, 15)]"
C#CCC[C@@H](NC(=O)OC(C)(C)C)[C@H](O)c1ccccc1,"[(13, 15), (4, 13)]"
C#CCC[C@@H](NC(=O)OC(C)(C)C)[C@H](O)c1ccccc1,"[(4, 13), (13, 15), (4, 5)]"
C#CCCC(C#N)NC(=O)OC(C)(C)C,"[(4, 5), (4, 7)]"
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,"[(1, 2)]"
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,"[(1, 2), (20, 8)]"
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,"[(20, 8), (1, 2), (6, 7)]"
Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,"[(18, 6)]"
Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,"[(18, 6), (4, 5)]"
N[C@H](CCC#Cc1ccc([N+](=O)[O-])cc1)[C@H](O)c1ccccc1,"[(5, 6)]"
COc1ccc(COc2ccc(C(=O)NCCN3CCCC3)c(Cl)c2OCc2ccc(OC)cc2)cc1,"[(23, 25)]"
COc1ccc(COc2ccc(C(=O)NCCN3CCCC3)c(Cl)c2OCc2ccc(OC)cc2)cc1,"[(23, 25), (6, 7), (10, 11)]"
COc1ccc(COc2ccc(C(=O)O)c(Cl)c2OCc2ccc(OC)cc2)cc1,"[(23, 25)]"
COc1ccc(COc2ccc(C(=O)O)c(Cl)c2OCc2ccc(OC)cc2)cc1,"[(23, 25), (10, 11), (6, 7)]"
[H]C(=O)C1=C(Cl)C(OCC2=CC=C(OC)C=C2)=C(OCC2=CC=C(OC)C=C2)C=C1,"[(9, 10), (19, 20)]"
O=C(NC1CC1)[C@H]1CN(C(=O)OCc2ccccc2)C[C@@H]1O,"[(1, 2)]"
O=C(NC1CC1)[C@H]1CN(C(=O)OCc2ccccc2)C[C@@H]1O,"[(1, 2), (20, 6)]"
CCOC(=O)C1CN(C(=O)OCc2ccccc2)CC1=O,"[(19, 5)]"
COc1c(N2C[C@H](CNC3CC3)[C@H](F)C2)c(F)cc2c(=O)c(C(=O)O)cn(CCF)c12,"[(8, 9)]"
COc1c(N2C[C@H](CNC3CC3)[C@H](F)C2)c(F)cc2c(=O)c(C(=O)O)cn(CCF)c12,"[(8, 9), (27, 3), (26, 27), (22, 26)]"
CCOC(=O)c1cn(CCF)c2c(OC)c(F)c(F)cc2c1=O,"[(7, 11), (6, 7), (5, 6)]"
CC(C)(C)OC(=O)N[C@@H]1CC[C@@H](SC(=O)c2ccccc2)[C@H](O)C1,"[(11, 12)]"
CC(C)(C)OC(=O)N[C@@H]1CC[C@@H](SC(=O)c2ccccc2)[C@H](O)C1,"[(11, 12), (21, 22)]"
CC(C)(C)OC(=O)N[C@@H]1CC[C@@H](SC(=O)c2ccccc2)[C@H](O)C1,"[(11, 12), (21, 22), (7, 8)]"
CC(C)(C)OC(=O)N[C@@H]1CC[C@H]2O[C@@H]2C1,"[(11, 12), (12, 13)]"
CC(C)(C)OC(=O)N[C@@H]1CC[C@H]2O[C@@H]2C1,"[(11, 12), (12, 13), (7, 8)]"
[H][C@@]12C(=O)CC[C@]13CC[C@@H](C)[C@@]2(C)[C@H](OC(=O)CS[C@@H]1CC[C@@H](NC(=O)OC(C)(C)C)C[C@H]1O)C[C@@](C)(C=C)[C@@H](O)[C@@H]3C,"[(8, 9)]"
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,"[(22, 23)]"
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,"[(8, 9), (22, 23)]"
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,"[(8, 9), (22, 23), (5, 6)]"
CC(C)(C)OC(=O)N1CCC(NC(=O)[C@@H]2CC[C@@H](NOCc3ccccc3)CN2)CC1,"[(11, 12)]"
CC(C)(C)OC(=O)N1CCC(NC(=O)[C@@H]2CC[C@@H]3CN2C(=O)N3OCc2ccccc2)CC1,"[(19, 20), (20, 22)]"
CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,"[(0, 1)]"
CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,"[(0, 1), (2, 3), (20, 2)]"
CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,"[(2, 3), (20, 2), (0, 1), (6, 7)]"
Cc1c(C(=O)Nc2ccc(S(C)(=O)=O)cc2)cn(CCO)c1-c1ccccc1C(F)(F)F,"[(19, 21)]"
Cc1c(C(=O)Nc2ccc(S(C)(=O)=O)cc2)cn(CCO)c1-c1ccccc1C(F)(F)F,"[(19, 21), (13, 14)]"
Cc1c(C(=O)Nc2ccc(S(C)(=O)=O)cc2)cn(CCO)c1-c1ccccc1C(F)(F)F,"[(19, 21), (13, 14), (2, 13)]"
Cc1c(C(=O)Nc2ccc(S(C)(=O)=O)cc2)cn(CCO)c1-c1ccccc1C(F)(F)F,"[(19, 21), (13, 14), (2, 13), (18, 1)]"
Cc1c(C(=O)O)cn(CCO)c1-c1ccccc1C(F)(F)F,"[(13, 14)]"
Cc1c(C(=O)O)cn(CCO)c1-c1ccccc1C(F)(F)F,"[(13, 14), (2, 13)]"
Cc1c(C(=O)O)cn(CCO)c1-c1ccccc1C(F)(F)F,"[(2, 13), (13, 14), (18, 1)]"
CCOC(=O)c1c[nH]c(-c2ccccc2C(F)(F)F)c1C,"[(7, 8)]"
CCOC(=O)c1c[nH]c(-c2ccccc2C(F)(F)F)c1C,"[(7, 8), (19, 5)]"
CCOC(=O)C(C#N)C(C)C(=O)c1ccccc1C(F)(F)F,"[(5, 8)]"
NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,"[(1, 3)]"
NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,"[(1, 3), (5, 6)]"
O=C(Cn1ncnn1)c1ccccc1Cl,"[(2, 3)]"
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,"[(18, 20)]"
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,"[(18, 20), (6, 7)]"
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,"[(18, 20), (6, 7), (17, 8), (8, 16)]"
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2CO)c(C)n1,"[(6, 7)]"
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2CO)c(C)n1,"[(6, 7), (17, 8), (8, 16)]"
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,"[(22, 23)]"
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,"[(22, 23), (26, 27)]"
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,"[(26, 27), (22, 23), (7, 8)]"
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,"[(7, 8), (26, 27), (22, 23), (27, 22)]"
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,"[(7, 8), (27, 22), (26, 27), (22, 23), (8, 9)]"
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2N=C1NCC(C)O,"[(23, 24)]"
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2N=C1NCC(C)O,"[(23, 24), (7, 8)]"
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2N=C1NCC(C)O,"[(23, 24), (7, 8), (22, 23)]"
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2N=C1NCC(C)O,"[(23, 24), (22, 23), (7, 8), (8, 9)]"
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2NC1=O,"[(7, 8)]"
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2NC1=O,"[(7, 8), (22, 23)]"
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2NC1=O,"[(7, 8), (22, 23), (8, 9)]"
COC(=O)CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)Nc1ccc(Br)cc1C(=O)c1ccccn1,"[(25, 27)]"
COC(=O)CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)Nc1ccc(Br)cc1C(=O)c1ccccn1,"[(25, 27), (30, 32)]"
Nc1ccc(Br)cc1C(=O)c1ccccn1,"[(3, 5)]"
NC(=O)OC[C@H](N)Cc1ccccc1,"[(1, 3)]"
CC(=O)C(CC(NC(=O)OC(C)(C)C)C(=O)OC(C)C)c1ccccc1,"[(3, 4)]"
CC(C)(C)N1C(=O)Cc2cccnc21,"[(5, 7)]"
CC(C)(C)N1C(=O)Cc2cccnc21,"[(5, 7), (4, 5)]"
COC(=O)N(c1ncccc1C)C(C)(C)C,"[(2, 4)]"
CC(C)(C)N1C(=O)[C@@]2(Cc3cc(C(=O)O)cnc3C2)c2cccnc21,"[(14, 15)]"
CC(C)(C)N1C(=O)[C@@]2(Cc3cc(C(=O)O)cnc3C2)c2cccnc21,"[(14, 15), (7, 8)]"
CC(C)(C)N1C(=O)[C@@]2(Cc3cc(C(=O)O)cnc3C2)c2cccnc21,"[(7, 8), (14, 15), (11, 7)]"
CC(C)(C)N1C(=O)[C@@]2(Cc3cc(C(=O)O)cnc3C2)c2cccnc21,"[(7, 8), (11, 7), (14, 15), (10, 11)]"
CC(C)(C)N1C(=O)[C@@]2(Cc3cc(C(=O)O)cnc3C2)c2cccnc21,"[(7, 8), (11, 7), (10, 11), (14, 15), (8, 9)]"
CC(C)(C)N1C(=O)[C@@]2(Cc3cc(Cl)cnc3C2)c2cccnc21,"[(7, 8)]"
CC(C)(C)N1C(=O)[C@@]2(Cc3cc(Cl)cnc3C2)c2cccnc21,"[(7, 8), (11, 7)]"
CC(C)(C)N1C(=O)[C@@]2(Cc3cc(Cl)cnc3C2)c2cccnc21,"[(7, 8), (11, 7), (10, 11)]"
